Date,Price,,Date1,Price1,,Date2,Price2,,Date3,Price3,,Date4,Price4,,Date5,Price5
3/1/70,89.63,,3/1/70,97.34,,3/1/70,7.08,,3/1/70,106.38,,12/1/71,100,,1/1/88,257.47
4/1/70,81.52,,4/1/70,88.97,,4/1/70,7.82,,4/1/70,106.05,,1/1/72,101.22,,2/1/88,269.48
5/1/70,76.55,,5/1/70,84.28,,5/1/70,7.95,,5/1/70,102.9,,2/1/72,102.18,,3/1/88,261.15
6/1/70,72.72,,6/1/70,85.85,,6/1/70,7.68,,6/1/70,110.2,,3/1/72,102.44,,4/1/88,264.04
7/1/70,78.05,,7/1/70,89,,7/1/70,7.38,,7/1/70,109.07,,4/1/72,102.7,,5/1/88,266.32
8/1/70,81.52,,8/1/70,89.1,,8/1/70,7.49,,8/1/70,114.63,,5/1/72,101.15,,6/1/88,278.54
9/1/70,84.3,,9/1/70,89.49,,9/1/70,7.29,,9/1/70,116.07,,6/1/72,101.16,,7/1/88,277.49
10/1/70,83.25,,10/1/70,88.45,,10/1/70,7.33,,10/1/70,115.66,,7/1/72,104.02,,8/1/88,268.07
11/1/70,87.2,,11/1/70,84.37,,11/1/70,6.49,,11/1/70,114.07,,8/1/72,102.84,,9/1/88,279.49
12/1/70,92.15,,12/1/70,85.87,,12/1/70,6.5,,12/1/70,115.1,,9/1/72,105.89,,10/1/88,287.27
1/1/71,95.88,,1/1/71,89.07,,1/1/71,6.09,,1/1/71,120.95,,10/1/72,108.9,,11/1/88,283.18
2/1/71,96.75,,2/1/71,89.58,,2/1/71,6.14,,2/1/71,119.78,,11/1/72,111.21,,12/1/88,288.12
3/1/71,100.31,,3/1/71,93.17,,3/1/71,5.53,,3/1/71,121.03,,12/1/72,111.19,,1/1/89,309.21
4/1/71,103.95,,4/1/71,96.48,,4/1/71,6.08,,4/1/71,121.79,,1/1/73,111.57,,2/1/89,301.51
5/1/71,99.63,,5/1/71,98,,5/1/71,6.38,,5/1/71,126.28,,2/1/73,104.39,,3/1/89,308.54
6/1/71,98.7,,6/1/71,100.03,,6/1/71,6.7,,6/1/71,125,,3/1/73,106.05,,4/1/89,324.56
7/1/71,95.58,,7/1/71,103.99,,7/1/71,6.85,,7/1/71,125.84,,4/1/73,101.94,,5/1/89,337.69
8/1/71,99.03,,8/1/71,102.23,,8/1/71,6.28,,8/1/71,125.27,,5/1/73,97.82,,6/1/89,335.78
9/1/71,98.34,,9/1/71,100.39,,9/1/71,6,,9/1/71,125.26,,6/1/73,98.72,,7/1/89,366.1
10/1/71,94.23,,10/1/71,96.91,,10/1/71,5.87,,10/1/71,131.06,,7/1/73,100.87,,8/1/89,373.25
11/1/71,93.99,,11/1/71,99.79,,11/1/71,5.93,,11/1/71,134.5,,8/1/73,94.28,,9/1/89,371.74
12/1/71,102.09,,12/1/71,108.32,,12/1/71,5.89,,12/1/71,139.36,,9/1/73,101.67,,10/1/89,363.11
1/1/72,103.94,,1/1/72,114.28,,1/1/72,6.09,,1/1/72,144.75,,10/1/73,102.92,,11/1/89,370.51
2/1/72,106.57,,2/1/72,121.44,,2/1/72,6.04,,2/1/72,144.35,,11/1/73,88.48,,12/1/89,379.41
3/1/72,107.2,,3/1/72,125.09,,3/1/72,6.12,,3/1/72,146.26,,12/1/73,80.93,,1/1/90,353.94
4/1/72,107.67,,4/1/72,127.74,,4/1/72,6.14,,4/1/72,150.54,,1/1/74,83.44,,2/1/90,358.5
5/1/72,109.53,,5/1/72,131.54,,5/1/72,6.05,,5/1/72,154.06,,2/1/74,87.26,,3/1/90,368
6/1/72,107.14,,6/1/72,127.71,,6/1/72,6.15,,6/1/72,158.14,,3/1/74,84.05,,4/1/90,358.82
7/1/72,107.39,,7/1/72,134.26,,7/1/72,6.12,,7/1/72,156.71,,4/1/74,73.77,,5/1/90,393.8
8/1/72,111.09,,8/1/72,135.43,,8/1/72,6.42,,8/1/72,166.07,,5/1/74,69.6,,6/1/90,391.14
9/1/72,110.55,,9/1/72,130.68,,9/1/72,6.54,,9/1/72,178.64,,6/1/74,63.2,,7/1/90,389.89
10/1/72,111.58,,10/1/72,131.73,,10/1/72,6.41,,10/1/72,176.83,,7/1/74,62.19,,8/1/90,354.65
11/1/72,116.67,,11/1/72,140.06,,11/1/72,6.28,,11/1/72,183.79,,8/1/74,51.03,,9/1/90,337.39
12/1/72,118.05,,12/1/72,144.37,,12/1/72,6.41,,12/1/72,198.49,,9/1/74,52.76,,10/1/90,335.95
1/1/73,116.03,,1/1/73,146.52,,1/1/73,6.54,,1/1/73,205.27,,10/1/74,57.45,,11/1/90,357.67
2/1/73,111.68,,2/1/73,158.27,,2/1/73,6.64,,2/1/73,214.17,,11/1/74,51.43,,12/1/90,367.63
3/1/73,111.52,,3/1/73,158.9,,3/1/73,6.73,,3/1/73,209.07,,12/1/74,46.75,,1/1/91,383.64
4/1/73,106.97,,4/1/73,149.63,,4/1/73,6.7,,4/1/73,221.69,,1/1/75,61.16,,2/1/91,411.08
5/1/73,104.95,,5/1/73,152.89,,5/1/73,6.93,,5/1/73,262.12,,2/1/75,58.34,,3/1/91,421.03
6/1/73,104.26,,6/1/73,156.28,,6/1/73,6.94,,6/1/73,257.68,,3/1/75,63.56,,4/1/91,422.03
7/1/73,108.22,,7/1/73,153.97,,7/1/73,7.43,,7/1/73,324.09,,4/1/75,60.11,,5/1/91,440.24
8/1/73,104.25,,8/1/73,145.76,,8/1/73,7.25,,8/1/73,332.06,,5/1/75,62.16,,6/1/91,420.07
9/1/73,108.43,,9/1/73,144.4,,9/1/73,6.9,,9/1/73,315.38,,6/1/75,66.13,,7/1/91,439.65
10/1/73,108.29,,10/1/73,147.13,,10/1/73,6.71,,10/1/73,298.56,,7/1/75,66.28,,8/1/91,450.06
11/1/73,95.96,,11/1/73,125.6,,11/1/73,6.69,,11/1/73,314.19,,8/1/75,65.32,,9/1/91,442.53
12/1/73,97.55,,12/1/73,120.09,,12/1/73,6.9,,12/1/73,347.27,,9/1/75,60.33,,10/1/91,448.48
1/1/74,96.57,,1/1/74,120.55,,1/1/74,7,,1/1/74,386.02,,10/1/75,59.5,,11/1/91,430.41
2/1/74,96.22,,2/1/74,124.18,,2/1/74,7.01,,2/1/74,383.97,,11/1/75,60.33,,12/1/91,479.63
3/1/74,93.98,,3/1/74,120.59,,3/1/74,7.41,,3/1/74,339.78,,12/1/75,63.74,,1/1/92,470.7
4/1/74,90.31,,4/1/74,123.44,,4/1/74,7.66,,4/1/74,343.54,,1/1/76,73.03,,2/1/92,476.79
5/1/74,87.28,,5/1/74,118.25,,5/1/74,7.52,,5/1/74,320.3,,2/1/76,75.88,,3/1/92,467.52
6/1/74,86,,6/1/74,112.52,,6/1/74,7.64,,6/1/74,360.07,,3/1/76,75.21,,4/1/92,481.25
7/1/74,79.31,,7/1/74,106.44,,7/1/74,7.89,,7/1/74,445.88,,4/1/76,75.76,,5/1/92,483.6
8/1/74,72.15,,8/1/74,95.11,,8/1/74,8.11,,8/1/74,424.01,,5/1/76,74.25,,6/1/92,476.41
9/1/74,63.54,,9/1/74,87.84,,9/1/74,7.94,,9/1/74,475.31,,6/1/76,75.28,,7/1/92,495.87
10/1/74,73.9,,10/1/74,88.24,,10/1/74,7.79,,10/1/74,518.09,,7/1/76,77.61,,8/1/92,485.72
11/1/74,69.97,,11/1/74,90.67,,11/1/74,7.64,,11/1/74,528.17,,8/1/76,79.91,,9/1/92,491.43
12/1/74,68.56,,12/1/74,89.35,,12/1/74,7.4,,12/1/74,484.49,,9/1/76,82.58,,10/1/92,493.13
1/1/75,76.98,,1/1/75,104.9,,1/1/75,7.53,,1/1/75,408.74,,10/1/76,83.62,,11/1/92,509.92
2/1/75,81.59,,2/1/75,118.32,,2/1/75,7.46,,2/1/75,366.18,,11/1/76,87.24,,12/1/92,516.18
3/1/75,83.36,,3/1/75,116.63,,3/1/75,8.01,,3/1/75,397.12,,12/1/76,94.96,,1/1/93,520.49
4/1/75,87.3,,4/1/75,121.73,,4/1/75,8.31,,4/1/75,378.8,,1/1/77,96.68,,2/1/93,527.59
5/1/75,91.15,,5/1/75,120.39,,5/1/75,8.04,,5/1/75,373.11,,2/1/77,96.23,,3/1/93,538.72
6/1/75,95.19,,6/1/75,115.29,,6/1/75,7.96,,6/1/75,379.26,,3/1/77,96.58,,4/1/93,525.7
7/1/75,88.75,,7/1/75,110.15,,7/1/75,8.2,,7/1/75,408.96,,4/1/77,100.11,,5/1/93,539.76
8/1/75,86.88,,8/1/75,109.6,,8/1/75,8.22,,8/1/75,448.24,,5/1/77,98.98,,6/1/93,541.34
9/1/75,83.87,,9/1/75,104.23,,9/1/75,8.48,,9/1/75,453.35,,6/1/77,104.03,,7/1/93,539.16
10/1/75,89.04,,10/1/75,112.84,,10/1/75,7.91,,10/1/75,416.9,,7/1/77,107.48,,8/1/93,559.62
11/1/75,91.24,,11/1/75,115.14,,11/1/75,8.14,,11/1/75,411.82,,8/1/77,108.66,,9/1/93,555.33
12/1/75,90.19,,12/1/75,117.24,,12/1/75,7.76,,12/1/75,401.05,,9/1/77,106.97,,10/1/93,566.82
1/1/76,100.86,,1/1/76,123.04,,1/1/76,7.8,,1/1/76,381.86,,10/1/77,105.77,,11/1/93,561.41
2/1/76,99.71,,2/1/76,121.72,,2/1/76,7.77,,2/1/76,403.7,,11/1/77,112.82,,12/1/93,568.2
3/1/76,102.77,,3/1/76,119.29,,3/1/76,7.66,,3/1/76,404.53,,12/1/77,113.07,,1/1/94,587.52
4/1/76,101.64,,4/1/76,118.37,,4/1/76,7.67,,4/1/76,420.1,,1/1/78,109.44,,2/1/94,571.57
5/1/76,100.18,,5/1/76,114.8,,5/1/76,7.96,,5/1/76,427.7,,2/1/78,110.68,,3/1/94,546.65
6/1/76,104.28,,6/1/76,116.35,,6/1/76,7.86,,6/1/76,420.56,,3/1/78,114.95,,4/1/94,553.66
7/1/76,103.44,,7/1/76,114.62,,7/1/76,7.86,,7/1/76,383.33,,4/1/78,115.56,,5/1/94,562.75
8/1/76,102.91,,8/1/76,114.31,,8/1/76,7.66,,8/1/76,372.55,,5/1/78,113.52,,6/1/94,548.96
9/1/76,105.24,,9/1/76,111.96,,9/1/76,7.55,,9/1/76,335.73,,6/1/78,113.25,,7/1/94,566.98
10/1/76,102.9,,10/1/76,104.44,,10/1/76,7.42,,10/1/76,331.59,,7/1/78,116.19,,8/1/94,590.23
11/1/76,102.1,,11/1/76,105.34,,11/1/76,7.01,,11/1/76,336.32,,8/1/78,121.1,,9/1/94,575.8
12/1/76,107.46,,12/1/76,116.81,,12/1/76,6.81,,12/1/76,353.23,,9/1/78,122.75,,10/1/94,588.73
1/1/77,102.03,,1/1/77,115.74,,1/1/77,7.4,,1/1/77,352.29,,10/1/78,109.81,,11/1/94,567.29
2/1/77,99.82,,2/1/77,117.9,,2/1/77,7.45,,2/1/77,351.42,,11/1/78,110.5,,12/1/94,575.71
3/1/77,98.42,,3/1/77,117.88,,3/1/77,7.42,,3/1/77,364.21,,12/1/78,111.21,,1/1/95,590.64
4/1/77,98.44,,4/1/77,120.93,,4/1/77,7.45,,4/1/77,383.26,,1/1/79,119.72,,2/1/95,613.65
5/1/77,96.12,,5/1/77,120.03,,5/1/77,7.38,,5/1/77,370.1,,2/1/79,119.46,,3/1/95,631.76
6/1/77,100.48,,6/1/77,122.31,,6/1/77,7.2,,6/1/77,361.14,,3/1/79,128.96,,4/1/95,650.36
7/1/77,98.85,,7/1/77,120.07,,7/1/77,7.42,,7/1/77,330.39,,4/1/79,130.91,,5/1/95,676.36
8/1/77,96.77,,8/1/77,124.96,,8/1/77,7.28,,8/1/77,333.63,,5/1/79,130.73,,6/1/95,692.07
9/1/77,96.53,,9/1/77,128.27,,9/1/77,7.41,,9/1/77,345.8,,6/1/79,140.89,,7/1/95,715.02
10/1/77,92.34,,10/1/77,131.05,,10/1/77,7.62,,10/1/77,355.75,,7/1/79,144.49,,8/1/95,716.82
11/1/77,94.83,,11/1/77,129.51,,11/1/77,7.55,,11/1/77,370.87,,8/1/79,159.05,,9/1/95,747.07
12/1/77,95.1,,12/1/77,133.88,,12/1/77,7.78,,12/1/77,389.86,,9/1/79,154.59,,10/1/95,744.4
1/1/78,89.25,,1/1/78,135.15,,1/1/78,7.94,,1/1/78,402.43,,10/1/79,136.9,,11/1/95,777.07
2/1/78,87.04,,2/1/78,136.25,,2/1/78,8.04,,2/1/78,408.77,,11/1/79,144.07,,12/1/95,792.04
3/1/78,89.21,,3/1/78,145.72,,3/1/78,8.15,,3/1/78,450.97,,12/1/79,145.16,,1/1/96,819
4/1/78,96.83,,4/1/78,144.2,,4/1/78,8.24,,4/1/78,460.66,,1/1/80,155.16,,2/1/96,826.59
5/1/78,97.24,,5/1/78,146.68,,5/1/78,8.42,,5/1/78,495.79,,2/1/80,153.35,,3/1/96,834.55
6/1/78,95.53,,6/1/78,152.82,,6/1/78,8.62,,6/1/78,449.49,,3/1/80,132.93,,4/1/96,846.85
7/1/78,100.68,,7/1/78,165.63,,7/1/78,8.56,,7/1/78,461.74,,4/1/80,144.19,,5/1/96,868.69
8/1/78,103.29,,8/1/78,168.49,,8/1/78,8.39,,8/1/78,474.34,,5/1/80,155.24,,6/1/96,872.01
9/1/78,102.54,,9/1/78,173.01,,9/1/78,8.56,,9/1/78,501.02,,6/1/80,164.24,,7/1/96,833.48
10/1/78,93.15,,10/1/78,182.42,,10/1/78,8.96,,10/1/78,506.05,,7/1/80,177.36,,8/1/96,851.06
11/1/78,94.7,,11/1/78,164.95,,11/1/78,8.86,,11/1/78,519.15,,8/1/80,181.18,,9/1/96,898.97
12/1/78,96.11,,12/1/78,172.59,,12/1/78,9.15,,12/1/78,513.08,,9/1/80,177.97,,10/1/96,923.76
1/1/79,99.93,,1/1/79,173.11,,1/1/79,8.95,,1/1/79,550.09,,10/1/80,192.1,,11/1/96,993.58
2/1/79,96.28,,2/1/79,171.8,,2/1/79,9.17,,2/1/79,582.29,,11/1/80,190.13,,12/1/96,973.9
3/1/79,101.59,,3/1/79,175.09,,3/1/79,9.11,,3/1/79,571.95,,12/1/80,185.84,,1/1/97,1034.74
4/1/79,101.76,,4/1/79,173.86,,4/1/79,9.35,,4/1/79,606.17,,1/1/81,189.32,,2/1/97,1042.85
5/1/79,99.08,,5/1/79,169.71,,5/1/79,9.06,,5/1/79,577.61,,2/1/81,190.56,,3/1/97,1000
6/1/79,102.91,,6/1/79,172.17,,6/1/79,8.81,,6/1/79,585.34,,3/1/81,202,,4/1/97,1059.7
7/1/79,103.81,,7/1/79,173.61,,7/1/79,9.01,,7/1/79,560.91,,4/1/81,204.98,,5/1/97,1124.22
8/1/79,109.32,,8/1/79,177.22,,8/1/79,9.24,,8/1/79,625.51,,5/1/81,195.6,,6/1/97,1174.59
9/1/79,109.32,,9/1/79,184.39,,9/1/79,9.44,,9/1/79,652.39,,6/1/81,203.4,,7/1/97,1268.05
10/1/79,101.82,,10/1/79,169.09,,10/1/79,10.72,,10/1/79,631.74,,7/1/81,204.58,,8/1/97,1197.01
11/1/79,106.16,,11/1/79,170.59,,11/1/79,10.38,,11/1/79,675.53,,8/1/81,193.86,,9/1/97,1262.56
12/1/79,107.94,,12/1/79,175.72,,12/1/79,10.33,,12/1/79,686.56,,9/1/81,183.09,,10/1/97,1220.4
1/1/80,114.16,,1/1/80,183.58,,1/1/80,11.13,,1/1/80,727.92,,10/1/81,192.55,,11/1/97,1276.89
2/1/80,113.66,,2/1/80,182.17,,2/1/80,12.72,,2/1/80,721.19,,11/1/81,204.84,,12/1/97,1298.82
3/1/80,102.09,,3/1/80,162.17,,3/1/80,12.64,,3/1/80,620.39,,12/1/81,201.78,,1/1/98,1313.19
4/1/80,106.29,,4/1/80,176.81,,4/1/80,10.76,,4/1/80,643.38,,1/1/82,199.97,,2/1/98,1407.9
5/1/80,111.24,,5/1/80,184.34,,5/1/80,10.25,,5/1/80,682.5,,2/1/82,195.87,,3/1/98,1480
6/1/80,114.24,,6/1/80,195.38,,6/1/80,10.09,,6/1/80,720.92,,3/1/82,196.91,,4/1/98,1494.89
7/1/80,121.67,,7/1/80,193.69,,7/1/80,10.76,,7/1/80,755.15,,4/1/82,201.81,,5/1/98,1469.19
8/1/80,122.38,,8/1/80,199.67,,8/1/80,11.55,,8/1/80,767.3,,5/1/82,199.82,,6/1/98,1528.87
9/1/80,125.46,,9/1/80,205.89,,9/1/80,11.86,,9/1/80,810.18,,6/1/82,192.48,,7/1/98,1512.59
10/1/80,127.47,,10/1/80,213.83,,10/1/80,12.46,,10/1/80,835.6,,7/1/82,200.12,,8/1/98,1293.9
11/1/80,140.52,,11/1/80,208.8,,11/1/80,12.72,,11/1/80,824,,8/1/82,214.25,,9/1/98,1376.79
12/1/80,135.76,,12/1/80,209.13,,12/1/80,12.43,,12/1/80,762.66,,9/1/82,224.51,,10/1/98,1488.78
1/1/81,129.55,,1/1/81,205.56,,1/1/81,12.68,,1/1/81,714.2,,10/1/82,249.14,,11/1/98,1579.02
2/1/81,131.27,,2/1/81,202.17,,2/1/81,13.43,,2/1/81,693.47,,11/1/82,260.99,,12/1/98,1670.01
3/1/81,136,,3/1/81,208.78,,3/1/81,13.13,,3/1/81,692.3,,12/1/82,265.62,,1/1/99,1739.84
4/1/81,132.81,,4/1/81,213.77,,4/1/81,14.11,,4/1/81,682.85,,1/1/83,271.71,,2/1/99,1685.77
5/1/81,132.59,,5/1/81,204.12,,5/1/81,13.5,,5/1/81,686.55,,2/1/83,279.05,,3/1/99,1753.21
6/1/81,131.21,,6/1/81,204.95,,6/1/81,13.86,,6/1/81,642.93,,3/1/83,302.27,,4/1/99,1821.11
7/1/81,130.92,,7/1/81,196.05,,7/1/81,14.67,,7/1/81,672.16,,4/1/83,318.23,,5/1/99,1778.1
8/1/81,122.79,,8/1/81,200.07,,8/1/81,15.41,,8/1/81,650.09,,5/1/83,318.44,,6/1/99,1876.78
9/1/81,116.18,,9/1/81,179.57,,9/1/81,15.84,,9/1/81,649.26,,6/1/83,315.54,,7/1/99,1818.18
10/1/81,121.89,,10/1/81,181.92,,10/1/81,14.63,,10/1/81,651.22,,7/1/83,311.22,,8/1/99,1809.19
11/1/81,126.35,,11/1/81,201.49,,11/1/81,13.13,,11/1/81,621.87,,8/1/83,308.82,,9/1/99,1759.59
12/1/81,122.55,,12/1/81,198.99,,12/1/81,13.98,,12/1/81,587.18,,9/1/83,315.71,,10/1/99,1870.94
1/1/82,120.4,,1/1/82,197.04,,1/1/82,14.14,,1/1/82,634.12,,10/1/83,323.66,,11/1/99,1908.97
2/1/82,113.11,,2/1/82,183.92,,2/1/82,14.03,,2/1/82,619.87,,11/1/83,328.3,,12/1/99,2021.4
3/1/82,111.96,,3/1/82,174.44,,3/1/82,14.18,,3/1/82,642.99,,12/1/83,333.28,,1/1/00,1919.84
4/1/82,116.44,,4/1/82,185.16,,4/1/82,13.87,,4/1/82,666.17,,1/1/84,337.64,,2/1/00,1883.5
5/1/82,111.88,,5/1/82,182.17,,5/1/82,13.71,,5/1/82,667.68,,2/1/84,332.4,,3/1/00,2067.76
6/1/82,109.61,,6/1/82,167.97,,6/1/82,14.44,,6/1/82,647.59,,3/1/84,334.72,,4/1/00,2005.55
7/1/82,107.09,,7/1/82,165.48,,7/1/82,13.68,,7/1/82,661.66,,4/1/84,338.94,,5/1/00,1964.4
8/1/82,119.51,,8/1/82,165.04,,8/1/82,12.81,,8/1/82,660.17,,5/1/84,329.37,,6/1/00,2012.83
9/1/82,120.42,,9/1/82,163.47,,9/1/82,11.73,,9/1/82,640.87,,6/1/84,330.21,,7/1/00,1981.36
10/1/82,133.72,,10/1/82,163.65,,10/1/82,10.71,,10/1/82,637.15,,7/1/84,327.8,,8/1/00,2104.43
11/1/82,138.53,,11/1/82,176.16,,11/1/82,10.79,,11/1/82,662.58,,8/1/84,343.79,,9/1/00,1993.33
12/1/82,140.64,,12/1/82,189.78,,12/1/82,10.36,,12/1/82,655.05,,9/1/84,361.72,,10/1/00,1984.91
1/1/83,145.3,,1/1/83,187.65,,1/1/83,10.8,,1/1/83,659.62,,10/1/84,372.67,,11/1/00,1828.42
2/1/83,148.06,,2/1/83,192.35,,2/1/83,10.27,,2/1/83,652.08,,11/1/84,377.42,,12/1/00,1837.37
3/1/83,152.96,,3/1/83,199.34,,3/1/83,10.62,,3/1/83,696.02,,12/1/84,382.65,,1/1/01,1902.55
4/1/83,164.43,,4/1/83,210.22,,4/1/83,10.27,,4/1/83,702.84,,1/1/85,404.31,,2/1/01,1729.08
5/1/83,162.39,,5/1/83,208.69,,5/1/83,10.81,,5/1/83,706.54,,2/1/85,410.96,,3/1/01,1619.54
6/1/83,167.64,,6/1/83,212.96,,6/1/83,10.96,,6/1/83,715.59,,3/1/85,408.2,,4/1/01,1745.39
7/1/83,162.56,,7/1/83,212.98,,7/1/83,11.76,,7/1/83,740.79,,4/1/85,408.57,,5/1/01,1757.09
8/1/83,164.4,,8/1/83,209.11,,8/1/83,11.98,,8/1/83,753.78,,5/1/85,419.7,,6/1/01,1714.32
9/1/83,166.07,,9/1/83,216.76,,9/1/83,11.44,,9/1/83,733.3,,6/1/85,429.44,,7/1/01,1697.45
10/1/83,163.55,,10/1/83,216.1,,10/1/83,11.74,,10/1/83,724.35,,7/1/85,433.4,,8/1/01,1591.18
11/1/83,166.4,,11/1/83,220.76,,11/1/83,11.63,,11/1/83,724.98,,8/1/85,409.7,,9/1/01,1462.69
12/1/83,164.93,,12/1/83,229.47,,12/1/83,11.82,,12/1/83,761.53,,9/1/85,396.94,,10/1/01,1490.58
1/1/84,163.41,,1/1/84,239.26,,1/1/84,11.67,,1/1/84,769.52,,10/1/85,409.41,,11/1/01,1604.92
2/1/84,157.06,,2/1/84,240.95,,2/1/84,12.04,,2/1/84,773.2,,11/1/85,402.83,,12/1/01,1618.98
3/1/84,159.18,,3/1/84,263.09,,3/1/84,12.53,,3/1/84,811.16,,12/1/85,405.3,,1/1/02,1595.35
4/1/84,160.05,,4/1/84,258.24,,4/1/84,12.82,,4/1/84,802.04,,1/1/86,420.97,,2/1/02,1564.59
5/1/84,150.55,,5/1/84,231.54,,5/1/84,13.91,,5/1/84,825.33,,2/1/86,436.9,,3/1/02,1623.43
6/1/84,153.18,,6/1/84,230.79,,6/1/84,13.84,,6/1/84,806.68,,3/1/86,447.65,,4/1/02,1525
7/1/84,150.66,,7/1/84,215.55,,7/1/84,12.91,,7/1/84,752.5,,4/1/86,450.33,,5/1/02,1513.77
8/1/84,166.68,,8/1/84,233.36,,8/1/84,12.79,,8/1/84,784.8,,5/1/86,447.76,,6/1/02,1405.94
9/1/84,166.1,,9/1/84,230.86,,9/1/84,12.47,,9/1/84,778.64,,6/1/86,463.52,,7/1/02,1296.34
10/1/84,166.09,,10/1/84,236.2,,10/1/84,11.79,,10/1/84,782.2,,7/1/86,465.62,,8/1/02,1304.86
11/1/84,163.58,,11/1/84,236.66,,11/1/84,11.58,,11/1/84,785.17,,8/1/86,485.03,,9/1/02,1163.04
12/1/84,167.24,,12/1/84,240.99,,12/1/84,11.55,,12/1/84,769.53,,9/1/86,473.4,,10/1/02,1265.41
1/1/85,179.63,,1/1/85,245.97,,1/1/85,11.17,,1/1/85,779.24,,10/1/86,490.89,,11/1/02,1339.89
2/1/85,181.18,,2/1/85,244.1,,2/1/85,11.91,,2/1/85,769.01,,11/1/86,488.17,,12/1/02,1261.18
3/1/85,180.66,,3/1/85,262.58,,3/1/85,11.65,,3/1/85,802.25,,12/1/86,483.03,,1/1/03,1228.14
4/1/85,179.83,,4/1/85,261.21,,4/1/85,11.41,,4/1/85,776.3,,1/1/87,493.35,,2/1/03,1209.71
5/1/85,189.55,,5/1/85,271.83,,5/1/85,10.28,,5/1/85,776.22,,2/1/87,508.47,,3/1/03,1221.46
6/1/85,191.85,,6/1/85,278.33,,6/1/85,10.25,,6/1/85,753.6,,3/1/87,509.4,,4/1/03,1322.07
7/1/85,190.92,,7/1/85,292.18,,7/1/85,10.57,,7/1/85,736.66,,4/1/87,495.59,,5/1/03,1391.72
8/1/85,188.63,,8/1/85,301.04,,8/1/85,10.28,,8/1/85,747.69,,5/1/87,490.87,,6/1/03,1409.48
9/1/85,182.08,,9/1/85,318.11,,9/1/85,10.31,,9/1/85,790.21,,6/1/87,500.64,,7/1/03,1434.33
10/1/85,189.82,,10/1/85,339.19,,10/1/85,10.01,,10/1/85,847.43,,7/1/87,501.13,,8/1/03,1462.3
11/1/85,202.17,,11/1/85,352.53,,11/1/85,9.59,,11/1/85,862.18,,8/1/87,491.61,,9/1/03,1446.77
12/1/85,211.28,,12/1/85,368.64,,12/1/85,9,,12/1/85,846.58,,9/1/87,481.52,,10/1/03,1528.62
1/1/86,211.78,,1/1/86,377.29,,1/1/86,9.08,,1/1/86,769.77,,10/1/87,412.75,,11/1/03,1542.07
2/1/86,226.92,,2/1/86,418.45,,2/1/86,8.13,,2/1/86,742.95,,11/1/87,416.69,,12/1/03,1622.94
3/1/86,238.9,,3/1/86,476.65,,3/1/86,7.39,,3/1/86,741.3,,12/1/87,431.49,,1/1/04,1652.73
4/1/86,235.52,,4/1/86,507.17,,4/1/86,7.38,,4/1/86,783.06,,1/1/88,467.03,,2/1/04,1675.7
5/1/86,247.35,,5/1/86,483.95,,5/1/86,8.05,,5/1/86,753.66,,2/1/88,478.28,,3/1/04,1650.42
6/1/86,250.84,,6/1/86,516.25,,6/1/86,7.35,,6/1/86,782.16,,3/1/88,479.24,,4/1/04,1624.51
7/1/86,236.12,,7/1/86,547.37,,7/1/86,7.34,,7/1/86,789.71,,4/1/88,483.18,,5/1/04,1646.8
8/1/86,252.93,,8/1/86,600.59,,8/1/86,6.95,,8/1/86,857.51,,5/1/88,477.65,,6/1/04,1678.83
9/1/86,231.32,,9/1/86,593.68,,9/1/86,7.45,,9/1/86,835.84,,6/1/88,490.02,,7/1/04,1623.26
10/1/86,243.98,,10/1/86,553.32,,10/1/86,7.34,,10/1/86,844.64,,7/1/88,496.21,,8/1/04,1629.83
11/1/86,249.22,,11/1/86,584.56,,11/1/86,7.15,,11/1/86,870.21,,8/1/88,493.06,,9/1/04,1647.48
12/1/86,242.17,,12/1/86,614.89,,12/1/86,7.23,,12/1/86,863.89,,9/1/88,491.37,,10/1/04,1672.65
1/1/87,274.08,,1/1/87,679.52,,1/1/87,7.18,,1/1/87,913.31,,10/1/88,487.72,,11/1/04,1740.33
2/1/87,284.2,,2/1/87,699.19,,2/1/87,7.19,,2/1/87,858.47,,11/1/88,479.91,,12/1/04,1799.55
3/1/87,291.7,,3/1/87,755.78,,3/1/87,7.51,,3/1/87,927.82,,12/1/88,480.49,,1/1/05,1755.68
4/1/87,288.36,,4/1/87,834.98,,4/1/87,8.21,,4/1/87,974.43,,1/1/89,482.69,,2/1/05,1792.63
5/1/87,290.1,,5/1/87,834.24,,5/1/87,8.49,,5/1/87,"1,019.42",,2/1/89,474.71,,3/1/05,1760.89
6/1/87,304,,6/1/87,806.92,,6/1/87,8.38,,6/1/87,"1,055.85",,3/1/89,474.58,,4/1/05,1727.49
7/1/87,318.66,,7/1/87,804.78,,7/1/87,8.66,,7/1/87,"1,102.97",,4/1/89,482.52,,5/1/05,1782.46
8/1/87,329.8,,8/1/87,864.37,,8/1/87,9,,8/1/87,"1,080.63",,5/1/89,493.99,,6/1/05,1784.99
9/1/87,321.83,,9/1/87,850.02,,9/1/87,9.63,,9/1/87,"1,088.60",,6/1/89,498.3,,7/1/05,1851.37
10/1/87,251.79,,10/1/87,730.12,,10/1/87,8.88,,10/1/87,"1,100.05",,7/1/89,510.15,,8/1/05,1834.48
11/1/87,230.3,,11/1/87,736.46,,11/1/87,8.99,,11/1/87,"1,099.82",,8/1/89,510.65,,9/1/05,1849.33
